Local Time,Unix Time (s),ouPresentCompressorFreq,ouTemperatureOutdoor,iuAirFlowRate,tabTsense0,humidityIndoor.0,Liq. T.,Suc. T.,ouCompressorCurrent,ouInputVoltage,ouInputCurrent,Unnamed: 12,OAT Shade T.,iuDAT,Unix Time (s).1,Dis. P.,Liq. P.,Suc. P.,NC P.,Dis. T.,Liq. T..1,Suc. T..1,Sump T.,OAT Shade T..1,OAT Sun T.,Cond Bend 2,Cond Bend 9,Cond Bend 20,Cond Bend 26,Cond Bend 58,Cond Bend 75,Sat. Dis. T.,Sat. Liq. T.,Sat. Suc. T.,Dis. Super Heat,Liq. Subcool,Suc. Super Heat,Torque (Input),RPM (FB),Mech P.,Average P.,Motor Eff (Calc),CFM (Calc),Static (Calc),SC_average,SH_average,Suction,Liquid,Comp Count,SH Smooth,Count,Baseline_SC,σ,Fault_1,Fault_2,CFM,Persistence1,Persistence2,Counter,iuDAT_filled,SensibleCapacity,Predicted Comp. Power,Actual Comp. Power,IDWB,Predict Sensible Capacity,ST_Ratio,Predict Comp. Power from Compressor Map
2018-07-12 04:50:00,1531389240.0,0.0,80.4,0.0,74.1,54.0,74.67650506,75.06136401,0.0,0.0,0.0,,81.99932178,59.5,1531389240.0,218.6262566,219.0735419,217.2158923,-82.7483271,99.80557244,74.67650506,75.06136401,81.24194598,81.99932178,81.0039672,76.26942706,76.06824153,75.24748039,74.98190163,76.13460450000002,75.36439049,75.44380393,75.5729912,75.0351517,24.36176851,0.896486135,0.026212305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802838959,0.15850408800000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5,0.0,0.0,0.0,62.98969155,0.0,0.0,0.0
2018-07-12 04:55:00,1531389420.0,13.6,79.42,346.2,74.0,54.2,80.169088458,63.241519238,4.1898,200.8,2.8796,,81.403679146,60.499999999999986,1531389420.0,248.74372496000007,245.24445152000004,173.9234214,-82.537464744,102.582105568,80.169088458,63.241519238,76.50679455600002,81.403679146,81.06518307,82.110576176,82.41316363600001,81.08696361999999,81.46862846399999,80.424361914,81.693080044,83.36032777,82.51836103999999,60.09371467799999,19.221777789999997,2.349272585,3.14780456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4131016102,1.0505230744,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.499999999999986,4198.748019799999,638.056828,702.8,62.959584038,7331.2,0.0,667.4373544000001
2018-07-12 05:00:00,1531389720.0,0.0,81.83999999999999,0.0,73.74,54.6,84.533044082,66.17365297199999,0.0,251.4,0.23979999999999996,,82.66524548999999,53.86,1531389720.0,262.0419802,261.84228092,156.94548645999998,-82.31345874600001,98.178467908,84.533044082,66.17365297199999,60.460448876,82.66524548999999,81.03241315,86.27126919,86.35714675199999,85.85033811999999,86.176314038,85.44702896599999,85.63722063399999,87.17926243000001,87.12859320999999,55.45929484600001,10.999205479,2.595549129,10.714358128999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7669973648,7.756597337400001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.86,0.0,0.0,0.0,62.848459305999995,0.0,0.0,0.0
2018-07-12 05:05:00,1531390020.0,3.4,83.38000000000001,115.4,73.96,54.1,82.67499330999999,71.70242999199999,1.6118,252.0,1.3,,82.829387794,58.58,1531390020.0,256.35488194,255.68931026000004,159.23141332,-82.31043928400001,86.94186052799999,82.67499330999999,71.70242999199999,61.511182076,82.829387794,80.951176882,84.92518580999999,84.75436918,84.27304426200001,84.330061898,84.09633506,84.00937092000001,85.724796966,85.555799698,56.268759516,1.217063561,2.8808063856,15.433670478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7739389998,14.187392526,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.58,1824.4559851999998,114.0462459,277.2,62.89888294800001,2448.8,0.0,123.18388908
2018-07-12 05:10:00,1531390320.0,32.0,81.03999999999999,577.0,73.96000000000001,54.2,86.740985898,57.131871606000004,10.55,251.0,6.7602,,82.761875902,47.68,1531390320.0,280.143837,275.38268384,112.6110871,-82.81632616200001,125.00204684,86.740985898,57.131871606000004,61.461805644,82.761875902,80.96692979600002,88.65583586400001,89.4003186,88.14256097999998,88.885577386,87.53797616599999,89.116636738,91.654912798,90.498587504,37.37250805800001,33.34713403799999,3.7576016080000003,19.759363554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5373815026,18.113721276000003,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.68,16420.103866,1507.4475312,1696.8102,62.92569961,17612.6,0.0,1592.0284133999999
2018-07-12 05:15:00,1531390620.0,0.0,81.85999999999999,0.0,73.72,54.6,84.364999004,69.526530768,0.0,251.0,0.199,,83.01082569799999,52.96,1531390620.0,260.60503832,260.41746746,154.93789981999998,-82.303274604,110.02269718,84.364999004,69.526530768,64.39111273,83.01082569799999,80.61713341199999,85.695225338,86.14817751000001,85.460890776,85.410766626,85.399936668,85.09820959999999,86.81271686,86.76517482599999,54.717319071999995,23.209980334,2.400175824,14.809211694000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8875143914,16.299824502,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.96,0.0,0.0,0.0,62.831714256,0.0,0.0,0.0
2018-07-12 05:20:00,1531390920.0,13.2,82.60000000000001,230.8,73.97999999999999,54.0,83.114254384,69.95153699599999,3.8961999999999994,251.2,2.7388,,82.76136208599999,55.2,1531390920.0,260.06360861999997,257.63888178,143.24376235999998,-82.53474148400001,106.090259956,83.114254384,69.95153699599999,66.43891219599999,82.76136208599999,80.56371802199999,84.930418806,85.36642457999999,84.381687184,84.555841022,84.219517484,84.475939716,86.646145056,86.040311166,49.902355292,19.444114912,2.9260567830000004,20.049181706000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4925254692,18.059777345999997,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,5510.8567760000005,641.2589168000001,657.4694,62.888815625999996,7193.8,0.0,629.6604897999999
2018-07-12 05:25:00,1531391220.0,24.6,80.17999999999999,461.6,73.98,54.2,84.93011701600001,57.024824542,8.256,251.2,5.119400000000001,,81.974437618,45.08,1531391220.0,269.46355084,266.19081422,118.15730393999999,-82.708629908,128.62686778,84.93011701600001,57.024824542,68.09062063,81.974437618,80.690776454,86.83624274,87.530639562,86.17960360800001,86.70020586400001,86.327238592,87.056549944,89.029597478,88.21928013399999,39.651307368,39.59727031,3.28916312,17.373517174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4697722782,19.116696568000002,1.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08,14695.618074000002,1114.6425404,1274.9796000000001,62.942618765999995,13829.0,0.0,1190.8080907999997
2018-07-12 05:30:00,1531391520.0,0.0,81.78,0.0,73.78,54.4,82.47455028799999,71.42079102400001,0.0,251.2,0.2398,,82.833337838,53.959999999999994,1531391520.0,254.01191764,253.76140228,157.76738337999998,-82.336048964,108.20021765999999,82.47455028799999,71.42079102400001,70.54875323600001,82.833337838,80.593537268,84.271676748,84.51735714200001,83.80483472,83.876039292,83.784865016,83.33057481400002,85.121652196,85.056844816,55.76279598,23.078565446000002,2.5822945269999997,15.657995042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7602551678,15.694264812,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.959999999999994,0.0,0.0,0.0,62.828366768,0.0,0.0,0.0
2018-07-12 05:35:00,1531391820.0,19.0,81.7,346.2,74.04,54.0,83.231611646,67.008955458,5.8172,250.4,3.9602000000000004,,82.55855389400001,53.46,1531391820.0,262.6249101,259.82923296,135.74472374,-82.607614348,113.92481473800001,83.231611646,67.008955458,71.724753308,82.55855389400001,80.479843284,85.26552092,85.752067604,84.648664398,84.97980572399999,84.27579494599999,84.79937795400001,87.27207900600001,86.57966403600001,46.80807429,26.652735736,3.3480523919999996,20.20088117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8607868190000003,18.72862752,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,8572.443874,895.057599,965.05,62.939147818,10542.4,0.0,906.4564586
